Zeit (s) Ringkern 1 Schalter Links	Spannung, Ch A (V) Ringkern 1 Schalter Links	Spannung, Ch B (V) Ringkern 1 Schalter Links
49,000	-8,462E-4	-0,659
49,050	-6,399E-4	-0,660
49,100	-7,412E-4	-0,660
49,150	-9,023E-4	-0,661
49,200	-7,632E-4	-0,661
49,250	-9,487E-4	-0,662
49,300	-9,158E-4	-0,662
49,350	-9,719E-4	-0,663
49,400	-0,001	-0,663
49,450	-0,001	-0,664
49,500	-0,001	-0,664
49,550	-9,536E-4	-0,665
49,600	-0,001	-0,665
49,650	-8,730E-4	-0,666
49,700	-0,001	-0,666
49,750	-0,001	-0,667
49,800	-0,001	-0,667
49,850	-0,001	-0,668
49,900	-0,001	-0,667
49,950	-0,001	-0,669
50,000	-0,001	-0,669
50,050	-0,001	-0,669
50,100	-0,001	-0,669
50,150	-0,001	-0,670
50,200	-0,001	-0,670
50,250	-0,001	-0,671
50,300	-0,001	-0,670
50,350	-0,002	-0,672
50,400	-0,002	-0,672
50,450	-0,001	-0,672
50,500	-0,001	-0,672
50,550	-0,001	-0,673
50,600	-0,001	-0,673
50,650	-0,001	-0,673
50,700	-0,001	-0,673
50,750	-0,002	-0,674
50,800	-0,001	-0,674
50,850	-0,002	-0,675
50,900	-0,001	-0,675
50,950	-0,001	-0,675
51,000	-0,002	-0,676
51,050	-0,002	-0,676
51,100	-0,001	-0,676
51,150	-0,001	-0,677
51,200	-0,002	-0,677
51,250	-0,002	-0,678
51,300	-0,002	-0,678
51,350	-0,002	-0,678
51,400	-0,002	-0,678
51,450	-0,002	-0,679
51,500	-0,002	-0,678
51,550	-0,002	-0,679
51,600	-0,001	-0,679
51,650	-0,002	-0,680
51,700	-0,002	-0,680
51,750	-0,002	-0,681
51,800	-0,002	-0,681
51,850	-0,002	-0,681
51,900	-0,002	-0,681
51,950	-0,002	-0,682
52,000	-0,002	-0,682
52,050	-0,002	-0,683
52,100	-0,002	-0,683
52,150	-0,002	-0,683
52,200	-0,002	-0,683
52,250	-0,002	-0,684
52,300	-0,002	-0,684
52,350	-0,002	-0,684
52,400	-0,002	-0,685
52,450	-0,002	-0,685
52,500	-0,002	-0,685
52,550	-0,002	-0,685
52,600	-0,002	-0,685
52,650	-0,002	-0,685
52,700	-0,002	-0,685
52,750	-0,002	-0,686
52,800	-0,002	-0,685
52,850	-0,002	-0,686
52,900	-0,002	-0,686
52,950	-0,002	-0,686
53,000	-0,002	-0,686
53,050	-0,002	-0,686
53,100	-0,003	-0,687
53,150	-0,003	-0,687
53,200	-0,003	-0,687
53,250	-0,003	-0,688
53,300	-0,003	-0,687
53,350	-0,003	-0,688
53,400	-0,003	-0,688
53,450	-0,003	-0,689
53,500	-0,003	-0,688
53,550	-0,003	-0,689
53,600	-0,003	-0,689
53,650	-0,003	-0,690
53,700	-0,003	-0,690
53,750	-0,003	-0,690
53,800	-0,003	-0,690
53,850	-0,003	-0,690
53,900	-0,003	-0,691
53,950	-0,003	-0,692
54,000	-0,003	-0,692
54,050	-0,003	-0,692
54,100	-0,003	-0,692
54,150	-0,003	-0,693
54,200	-0,003	-0,693
54,250	-0,004	-0,693
54,300	-0,003	-0,693
54,350	-0,003	-0,694
54,400	-0,004	-0,694
54,450	-0,004	-0,695
54,500	-0,004	-0,696
54,550	-0,004	-0,696
54,600	-0,004	-0,697
54,650	-0,004	-0,698
54,700	-0,004	-0,698
54,750	-0,004	-0,698
54,800	-0,004	-0,698
54,850	-0,004	-0,698
54,900	-0,004	-0,699
54,950	-0,005	-0,699
55,000	-0,005	-0,699
55,050	-0,005	-0,699
55,100	-0,004	-0,699
55,150	-0,005	-0,699
55,200	-0,005	-0,700
55,250	-0,005	-0,700
55,300	-0,005	-0,700
55,350	-0,005	-0,700
55,400	-0,005	-0,700
55,450	-0,005	-0,700
55,500	-0,005	-0,701
55,550	-0,005	-0,700
55,600	-0,005	-0,701
55,650	-0,005	-0,701
55,700	-0,005	-0,701
55,750	-0,005	-0,701
55,800	-0,005	-0,701
55,850	-0,005	-0,700
55,900	-0,005	-0,701
55,950	-0,005	-0,701
56,000	-0,005	-0,701
56,050	-0,005	-0,700
56,100	-0,005	-0,701
56,150	-0,005	-0,700
56,200	-0,005	-0,702
56,250	-0,005	-0,702
56,300	-0,006	-0,704
56,350	-0,006	-0,703
56,400	-0,006	-0,704
56,450	-0,006	-0,704
56,500	-0,006	-0,705
56,550	-0,006	-0,704
56,600	-0,006	-0,705
56,650	-0,006	-0,704
56,700	-0,006	-0,705
56,750	-0,006	-0,705
56,800	-0,006	-0,705
56,850	-0,006	-0,705
56,900	-0,006	-0,706
56,950	-0,006	-0,705
57,000	-0,006	-0,706
57,050	-0,006	-0,706
57,100	-0,006	-0,707
57,150	-0,006	-0,706
57,200	-0,006	-0,707
57,250	-0,006	-0,706
57,300	-0,006	-0,707
57,350	-0,007	-0,707
57,400	-0,007	-0,708
57,450	-0,006	-0,707
57,500	-0,006	-0,708
57,550	-0,006	-0,707
57,600	-0,007	-0,708
57,650	-0,007	-0,708
57,700	-0,007	-0,709
57,750	-0,007	-0,708
57,800	-0,007	-0,709
57,850	-0,007	-0,709
57,900	-0,007	-0,709
57,950	-0,007	-0,709
58,000	-0,007	-0,709
58,050	-0,007	-0,709
58,100	-0,007	-0,710
58,150	-0,007	-0,709
58,200	-0,007	-0,710
58,250	-0,008	-0,710
58,300	-0,007	-0,710
58,350	-0,007	-0,710
58,400	-0,007	-0,711
58,450	-0,007	-0,710
58,500	-0,008	-0,711
58,550	-0,008	-0,711
58,600	-0,008	-0,711
58,650	-0,008	-0,711
58,700	-0,008	-0,711
58,750	-0,008	-0,711
58,800	-0,008	-0,712
58,850	-0,008	-0,712
58,900	-0,008	-0,712
58,950	-0,008	-0,712
59,000	-0,008	-0,712
59,050	-0,008	-0,712
59,100	-0,008	-0,713
59,150	-0,008	-0,712
59,200	-0,008	-0,713
59,250	-0,008	-0,713
59,300	-0,008	-0,713
59,350	-0,008	-0,713
59,400	-0,008	-0,713
59,450	-0,008	-0,713
59,500	-0,009	-0,714
59,550	-0,008	-0,713
59,600	-0,008	-0,714
59,650	-0,009	-0,714
59,700	-0,009	-0,714
59,750	-0,009	-0,714
59,800	-0,009	-0,715
59,850	-0,009	-0,714
59,900	-0,009	-0,715
59,950	-0,009	-0,714
60,000	-0,009	-0,715
60,050	-0,009	-0,714
60,100	-0,009	-0,715
60,150	-0,009	-0,715
60,200	-0,009	-0,716
60,250	-0,009	-0,715
60,300	-0,009	-0,715
60,350	-0,009	-0,715
60,400	-0,009	-0,716
60,450	-0,009	-0,715
60,500	-0,009	-0,716
60,550	-0,009	-0,715
60,600	-0,009	-0,716
60,650	-0,009	-0,715
60,700	-0,009	-0,716
60,750	-0,009	-0,715
60,800	-0,009	-0,716
60,850	-0,010	-0,716
60,900	-0,009	-0,717
60,950	-0,009	-0,716
61,000	-0,009	-0,717
61,050	-0,010	-0,717
61,100	-0,010	-0,718
61,150	-0,010	-0,717
61,200	-0,010	-0,718
61,250	-0,010	-0,717
61,300	-0,010	-0,718
61,350	-0,010	-0,717
61,400	-0,010	-0,719
61,450	-0,010	-0,718
61,500	-0,010	-0,718
61,550	-0,010	-0,718
61,600	-0,010	-0,719
61,650	-0,010	-0,718
61,700	-0,010	-0,719
61,750	-0,010	-0,718
61,800	-0,010	-0,719
61,850	-0,011	-0,718
61,900	-0,011	-0,720
61,950	-0,010	-0,718
62,000	-0,010	-0,719
62,050	-0,011	-0,719
62,100	-0,011	-0,720
62,150	-0,011	-0,719
62,200	-0,011	-0,720
62,250	-0,011	-0,719
62,300	-0,011	-0,720
62,350	-0,011	-0,719
62,400	-0,011	-0,720
62,450	-0,011	-0,720
62,500	-0,011	-0,721
62,550	-0,011	-0,720
62,600	-0,011	-0,721
62,650	-0,012	-0,720
62,700	-0,011	-0,721
62,750	-0,012	-0,721
62,800	-0,011	-0,721
62,850	-0,011	-0,720
62,900	-0,012	-0,722
62,950	-0,012	-0,721
63,000	-0,012	-0,722
63,050	-0,011	-0,721
63,100	-0,011	-0,722
63,150	-0,011	-0,721
63,200	-0,011	-0,722
63,250	-0,012	-0,721
63,300	-0,012	-0,722
63,350	-0,012	-0,721
63,400	-0,012	-0,722
63,450	-0,012	-0,721
63,500	-0,012	-0,723
63,550	-0,012	-0,722
63,600	-0,012	-0,723
63,650	-0,012	-0,722
63,700	-0,012	-0,723
63,750	-0,012	-0,722
63,800	-0,012	-0,723
63,850	-0,012	-0,722
63,900	-0,012	-0,723
63,950	-0,012	-0,722
64,000	-0,012	-0,723
64,050	-0,012	-0,722
64,100	-0,012	-0,723
64,150	-0,012	-0,722
64,200	-0,012	-0,723
64,250	-0,013	-0,723
64,300	-0,012	-0,723
64,350	-0,012	-0,723
64,400	-0,013	-0,724
64,450	-0,012	-0,723
64,500	-0,013	-0,724
64,550	-0,013	-0,724
64,600	-0,013	-0,725
64,650	-0,013	-0,724
64,700	-0,013	-0,724
64,750	-0,013	-0,724
64,800	-0,013	-0,725
64,850	-0,013	-0,724
64,900	-0,013	-0,725
64,950	-0,013	-0,724
65,000	-0,013	-0,725
65,050	-0,013	-0,724
65,100	-0,013	-0,725
65,150	-0,013	-0,724
65,200	-0,013	-0,725
65,250	-0,013	-0,724
65,300	-0,013	-0,725
65,350	-0,013	-0,724
65,400	-0,013	-0,725
65,450	-0,013	-0,724
65,500	-0,013	-0,725
65,550	-0,013	-0,724
65,600	-0,013	-0,725
65,650	-0,013	-0,724
65,700	-0,013	-0,725
65,750	-0,013	-0,724
65,800	-0,013	-0,725
65,850	-0,013	-0,725
65,900	-0,013	-0,726
65,950	-0,014	-0,725
66,000	-0,014	-0,726
66,050	-0,014	-0,725
66,100	-0,014	-0,726
66,150	-0,014	-0,726
66,200	-0,014	-0,727
66,250	-0,014	-0,726
66,300	-0,014	-0,727
66,350	-0,014	-0,726
66,400	-0,014	-0,727
66,450	-0,014	-0,726
66,500	-0,014	-0,727
66,550	-0,014	-0,726
66,600	-0,014	-0,727
66,650	-0,014	-0,726
66,700	-0,014	-0,727
66,750	-0,014	-0,727
66,800	-0,014	-0,728
66,850	-0,014	-0,727
66,900	-0,014	-0,728
66,950	-0,015	-0,727
67,000	-0,015	-0,728
67,050	-0,014	-0,727
67,100	-0,015	-0,728
67,150	-0,015	-0,727
67,200	-0,015	-0,728
67,250	-0,015	-0,727
67,300	-0,015	-0,728
67,350	-0,015	-0,727
67,400	-0,015	-0,728
67,450	-0,015	-0,727
67,500	-0,015	-0,728
67,550	-0,014	-0,727
67,600	-0,015	-0,728
67,650	-0,015	-0,727
67,700	-0,015	-0,728
67,750	-0,015	-0,727
67,800	-0,015	-0,728
67,850	-0,015	-0,727
67,900	-0,015	-0,729
67,950	-0,015	-0,728
68,000	-0,015	-0,729
68,050	-0,015	-0,728
68,100	-0,015	-0,728
68,150	-0,015	-0,728
68,200	-0,015	-0,729
68,250	-0,015	-0,728
68,300	-0,015	-0,729
68,350	-0,015	-0,728
68,400	-0,015	-0,729
68,450	-0,015	-0,728
68,500	-0,015	-0,729
68,550	-0,015	-0,728
68,600	-0,015	-0,729
68,650	-0,015	-0,728
68,700	-0,016	-0,729
68,750	-0,015	-0,728
68,800	-0,015	-0,729
68,850	-0,016	-0,729
68,900	-0,016	-0,730
68,950	-0,016	-0,729
69,000	-0,016	-0,730
69,050	-0,016	-0,729
69,100	-0,016	-0,730
69,150	-0,016	-0,729
69,200	-0,016	-0,730
69,250	-0,016	-0,729
69,300	-0,016	-0,730
69,350	-0,016	-0,730
69,400	-0,016	-0,730
69,450	-0,016	-0,730
69,500	-0,016	-0,730
69,550	-0,016	-0,730
69,600	-0,016	-0,731
69,650	-0,017	-0,731
69,700	-0,017	-0,731
69,750	-0,017	-0,731
69,800	-0,017	-0,732
69,850	-0,017	-0,731
69,900	-0,017	-0,732
69,950	-0,017	-0,731
70,000	-0,017	-0,732
70,050	-0,017	-0,731
70,100	-0,017	-0,732
70,150	-0,017	-0,731
70,200	-0,017	-0,732
70,250	-0,017	-0,732
70,300	-0,017	-0,732
70,350	-0,017	-0,732
70,400	-0,017	-0,732
70,450	-0,018	-0,732
70,500	-0,018	-0,733
70,550	-0,017	-0,732
70,600	-0,018	-0,733
70,650	-0,018	-0,732
70,700	-0,018	-0,733
70,750	-0,018	-0,732
70,800	-0,018	-0,733
70,850	-0,018	-0,732
70,900	-0,018	-0,733
70,950	-0,018	-0,732
71,000	-0,018	-0,733
71,050	-0,018	-0,733
71,100	-0,018	-0,734
71,150	-0,018	-0,733
71,200	-0,018	-0,734
71,250	-0,018	-0,733
71,300	-0,018	-0,734
71,350	-0,019	-0,733
71,400	-0,019	-0,734
71,450	-0,018	-0,733
71,500	-0,019	-0,734
71,550	-0,019	-0,734
71,600	-0,019	-0,734
71,650	-0,019	-0,733
71,700	-0,019	-0,734
71,750	-0,018	-0,733
71,800	-0,019	-0,734
71,850	-0,018	-0,733
71,900	-0,019	-0,734
71,950	-0,018	-0,733
72,000	-0,018	-0,734
72,050	-0,019	-0,734
72,100	-0,019	-0,734
72,150	-0,018	-0,733
72,200	-0,018	-0,734
72,250	-0,019	-0,733
72,300	-0,019	-0,734
72,350	-0,019	-0,734
72,400	-0,019	-0,734
72,450	-0,019	-0,733
72,500	-0,019	-0,734
72,550	-0,019	-0,733
72,600	-0,019	-0,734
72,650	-0,018	-0,733
72,700	-0,019	-0,734
72,750	-0,019	-0,733
72,800	-0,019	-0,734
72,850	-0,019	-0,734
72,900	-0,019	-0,734
72,950	-0,018	-0,733
73,000	-0,019	-0,734
73,050	-0,018	-0,733
73,100	-0,019	-0,734
73,150	-0,018	-0,733
73,200	-0,018	-0,734
73,250	-0,019	-0,733
73,300	-0,019	-0,734
73,350	-0,019	-0,733
73,400	-0,019	-0,734
73,450	-0,018	-0,733
73,500	-0,019	-0,734
73,550	-0,019	-0,733
73,600	-0,018	-0,734
73,650	-0,019	-0,733
73,700	-0,019	-0,734
73,750	-0,018	-0,733
73,800	-0,018	-0,733
73,850	-0,018	-0,733
73,900	-0,018	-0,733
73,950	-0,018	-0,733
74,000	-0,018	-0,733
74,050	-0,018	-0,732
74,100	-0,018	-0,733
74,150	-0,018	-0,732
74,200	-0,018	-0,733
74,250	-0,018	-0,732
74,300	-0,018	-0,733
74,350	-0,018	-0,732
74,400	-0,018	-0,733
74,450	-0,018	-0,732
74,500	-0,018	-0,732
74,550	-0,018	-0,732
74,600	-0,017	-0,732
74,650	-0,017	-0,732
74,700	-0,017	-0,732
74,750	-0,017	-0,732
74,800	-0,017	-0,732
74,850	-0,017	-0,731
74,900	-0,017	-0,732
74,950	-0,017	-0,731
75,000	-0,017	-0,732
75,050	-0,017	-0,732
75,100	-0,017	-0,732
75,150	-0,017	-0,731
75,200	-0,017	-0,732
75,250	-0,017	-0,731
75,300	-0,016	-0,731
75,350	-0,017	-0,731
75,400	-0,016	-0,731
75,450	-0,016	-0,731
75,500	-0,016	-0,731
75,550	-0,016	-0,730
75,600	-0,016	-0,731
75,650	-0,016	-0,730
75,700	-0,016	-0,730
75,750	-0,016	-0,730
75,800	-0,016	-0,730
75,850	-0,016	-0,730
75,900	-0,016	-0,730
75,950	-0,016	-0,730
76,000	-0,015	-0,729
76,050	-0,016	-0,730
76,100	-0,015	-0,729
76,150	-0,015	-0,729
76,200	-0,015	-0,729
76,250	-0,015	-0,729
76,300	-0,015	-0,729
76,350	-0,015	-0,729
76,400	-0,014	-0,728
76,450	-0,014	-0,728
76,500	-0,014	-0,728
76,550	-0,014	-0,728
76,600	-0,014	-0,728
76,650	-0,014	-0,727
76,700	-0,014	-0,727
76,750	-0,013	-0,727
76,800	-0,014	-0,727
76,850	-0,014	-0,727
76,900	-0,014	-0,727
76,950	-0,014	-0,727
77,000	-0,014	-0,727
77,050	-0,013	-0,727
77,100	-0,013	-0,727
77,150	-0,014	-0,727
77,200	-0,014	-0,727
77,250	-0,014	-0,727
77,300	-0,014	-0,727
77,350	-0,014	-0,727
77,400	-0,014	-0,727
77,450	-0,014	-0,727
77,500	-0,013	-0,726
77,550	-0,013	-0,727
77,600	-0,013	-0,726
77,650	-0,013	-0,726
77,700	-0,013	-0,726
77,750	-0,013	-0,726
77,800	-0,013	-0,726
77,850	-0,013	-0,726
77,900	-0,013	-0,726
77,950	-0,013	-0,726
78,000	-0,013	-0,726
78,050	-0,013	-0,726
78,100	-0,013	-0,726
78,150	-0,013	-0,726
78,200	-0,013	-0,726
78,250	-0,013	-0,725
78,300	-0,013	-0,725
78,350	-0,012	-0,725
78,400	-0,013	-0,725
78,450	-0,012	-0,725
78,500	-0,012	-0,725
78,550	-0,012	-0,725
78,600	-0,012	-0,725
78,650	-0,013	-0,725
78,700	-0,012	-0,725
78,750	-0,013	-0,725
78,800	-0,012	-0,725
78,850	-0,012	-0,725
78,900	-0,012	-0,725
78,950	-0,012	-0,725
79,000	-0,012	-0,724
79,050	-0,012	-0,724
79,100	-0,012	-0,724
79,150	-0,011	-0,723
79,200	-0,012	-0,723
79,250	-0,011	-0,723
79,300	-0,011	-0,723
79,350	-0,011	-0,723
79,400	-0,011	-0,723
79,450	-0,011	-0,723
79,500	-0,011	-0,722
79,550	-0,011	-0,723
79,600	-0,011	-0,722
79,650	-0,011	-0,722
79,700	-0,011	-0,721
79,750	-0,010	-0,721
79,800	-0,010	-0,721
79,850	-0,010	-0,721
79,900	-0,010	-0,721
79,950	-0,010	-0,721
80,000	-0,010	-0,721
80,050	-0,010	-0,721
80,100	-0,010	-0,720
80,150	-0,010	-0,721
80,200	-0,010	-0,720
80,250	-0,010	-0,721
80,300	-0,010	-0,721
80,350	-0,010	-0,721
80,400	-0,010	-0,721
80,450	-0,010	-0,721
80,500	-0,010	-0,721
80,550	-0,010	-0,721
80,600	-0,010	-0,720
80,650	-0,010	-0,721
80,700	-0,010	-0,720
80,750	-0,010	-0,721
80,800	-0,010	-0,720
80,850	-0,010	-0,720
80,900	-0,010	-0,720
80,950	-0,009	-0,719
81,000	-0,009	-0,719
81,050	-0,009	-0,719
81,100	-0,009	-0,718
81,150	-0,009	-0,718
81,200	-0,009	-0,717
81,250	-0,008	-0,718
81,300	-0,008	-0,717
81,350	-0,008	-0,717
81,400	-0,008	-0,717
81,450	-0,008	-0,717
81,500	-0,008	-0,716
81,550	-0,008	-0,717
81,600	-0,008	-0,716
81,650	-0,008	-0,716
81,700	-0,008	-0,716
81,750	-0,008	-0,716
81,800	-0,008	-0,715
81,850	-0,008	-0,716
81,900	-0,008	-0,716
81,950	-0,008	-0,716
82,000	-0,008	-0,715
82,050	-0,008	-0,716
82,100	-0,008	-0,715
82,150	-0,008	-0,716
82,200	-0,008	-0,715
82,250	-0,008	-0,716
82,300	-0,008	-0,715
82,350	-0,007	-0,715
82,400	-0,008	-0,715
82,450	-0,008	-0,716
82,500	-0,008	-0,715
82,550	-0,008	-0,715
82,600	-0,007	-0,714
82,650	-0,007	-0,715
82,700	-0,007	-0,714
82,750	-0,007	-0,714
82,800	-0,007	-0,714
82,850	-0,008	-0,715
82,900	-0,008	-0,714
82,950	-0,007	-0,714
83,000	-0,007	-0,714
83,050	-0,007	-0,714
83,100	-0,007	-0,713
83,150	-0,007	-0,714
83,200	-0,007	-0,713
83,250	-0,006	-0,713
83,300	-0,006	-0,712
83,350	-0,006	-0,712
83,400	-0,006	-0,711
83,450	-0,006	-0,712
83,500	-0,006	-0,711
83,550	-0,006	-0,711
83,600	-0,006	-0,711
83,650	-0,006	-0,711
83,700	-0,005	-0,710
83,750	-0,005	-0,711
83,800	-0,005	-0,710
83,850	-0,005	-0,711
83,900	-0,006	-0,710
83,950	-0,005	-0,710
84,000	-0,006	-0,710
84,050	-0,005	-0,710
84,100	-0,005	-0,709
84,150	-0,005	-0,710
84,200	-0,005	-0,709
84,250	-0,005	-0,710
84,300	-0,005	-0,709
84,350	-0,005	-0,710
84,400	-0,005	-0,709
84,450	-0,005	-0,709
84,500	-0,005	-0,708
84,550	-0,005	-0,709
84,600	-0,005	-0,708
84,650	-0,005	-0,708
84,700	-0,004	-0,707
84,750	-0,005	-0,708
84,800	-0,004	-0,707
84,850	-0,004	-0,708
84,900	-0,005	-0,707
84,950	-0,004	-0,708
85,000	-0,004	-0,707
85,050	-0,004	-0,708
85,100	-0,004	-0,707
85,150	-0,004	-0,708
85,200	-0,004	-0,707
85,250	-0,004	-0,707
85,300	-0,004	-0,707
85,350	-0,004	-0,708
85,400	-0,004	-0,707
85,450	-0,004	-0,708
85,500	-0,005	-0,707
85,550	-0,004	-0,707
85,600	-0,004	-0,706
85,650	-0,004	-0,706
85,700	-0,004	-0,705
85,750	-0,004	-0,706
85,800	-0,004	-0,705
85,850	-0,004	-0,706
85,900	-0,003	-0,704
85,950	-0,003	-0,705
86,000	-0,003	-0,704
86,050	-0,003	-0,705
86,100	-0,003	-0,703
86,150	-0,003	-0,703
86,200	-0,003	-0,702
86,250	-0,003	-0,703
86,300	-0,003	-0,702
86,350	-0,003	-0,702
86,400	-0,003	-0,701
86,450	-0,002	-0,701
86,500	-0,003	-0,701
86,550	-0,003	-0,702
86,600	-0,003	-0,701
86,650	-0,002	-0,701
86,700	-0,003	-0,700
86,750	-0,003	-0,701
86,800	-0,002	-0,700
86,850	-0,002	-0,701
86,900	-0,002	-0,699
86,950	-0,002	-0,700
87,000	-0,002	-0,699
87,050	-0,002	-0,700
87,100	-0,002	-0,699
87,150	-0,002	-0,700
87,200	-0,002	-0,699
87,250	-0,002	-0,700
87,300	-0,002	-0,699
87,350	-0,002	-0,700
87,400	-0,002	-0,699
87,450	-0,002	-0,700
87,500	-0,002	-0,700
87,550	-0,002	-0,700
87,600	-0,002	-0,700
87,650	-0,002	-0,700
87,700	-0,002	-0,699
87,750	-0,002	-0,700
87,800	-0,002	-0,699
87,850	-0,002	-0,700
87,900	-0,002	-0,699
87,950	-0,002	-0,700
88,000	-0,002	-0,699
88,050	-0,002	-0,700
88,100	-0,002	-0,699
88,150	-0,002	-0,700
88,200	-0,002	-0,699
88,250	-0,002	-0,700
88,300	-0,002	-0,699
88,350	-0,002	-0,700
88,400	-0,002	-0,699
88,450	-0,002	-0,700
88,500	-0,002	-0,699
88,550	-0,002	-0,699
88,600	-0,002	-0,698
88,650	-0,002	-0,698
88,700	-0,002	-0,697
88,750	-0,001	-0,698
88,800	-0,002	-0,697
88,850	-0,002	-0,698
88,900	-0,001	-0,696
88,950	-0,002	-0,697
89,000	-0,001	-0,696
89,050	-0,001	-0,696
89,100	-0,001	-0,695
89,150	-0,002	-0,696
89,200	-0,001	-0,695
89,250	-0,001	-0,695
89,300	-9,280E-4	-0,694
89,350	-0,001	-0,694
89,400	-9,048E-4	-0,693
89,450	-6,985E-4	-0,693
89,500	-8,401E-4	-0,692
89,550	-5,508E-4	-0,692
89,600	-3,884E-4	-0,691
89,650	-5,288E-4	-0,692
89,700	-2,725E-4	-0,690
89,750	-3,103E-4	-0,690
89,800	-2,358E-4	-0,689
89,850	-1,748E-4	-0,689
89,900	3,638E-5	-0,688
89,950	-5,640E-5	-0,688
90,000	-3,809E-5	-0,687
90,050	2,964E-4	-0,687
90,100	3,611E-4	-0,685
90,150	2,170E-4	-0,686
90,200	1,096E-4	-0,685
90,250	2,158E-4	-0,685
90,300	2,451E-4	-0,684
90,350	4,197E-4	-0,685
90,400	4,221E-4	-0,684
90,450	9,619E-5	-0,685
90,500	5,979E-4	-0,684
90,550	1,853E-4	-0,685
90,600	2,549E-4	-0,684
90,650	3,281E-4	-0,685
90,700	3,208E-4	-0,684
90,750	4,905E-4	-0,685
90,800	5,713E-5	-0,684
90,850	2,463E-4	-0,685
90,900	2,219E-4	-0,684
90,950	3,635E-4	-0,685
91,000	2,622E-4	-0,684
91,050	4,014E-4	-0,685
91,100	3,110E-4	-0,684
91,150	9,521E-6	-0,685
91,200	8,643E-5	-0,684
91,250	3,098E-4	-0,685
91,300	3,477E-4	-0,684
91,350	3,806E-4	-0,685
91,400	3,149E-5	-0,684
91,450	7,788E-5	-0,685
91,500	2,354E-4	-0,684
91,550	2,451E-4	-0,685
91,600	1,304E-4	-0,684
91,650	7,544E-5	-0,685
91,700	3,208E-4	-0,684
91,750	2,244E-4	-0,685
91,800	-1,003E-4	-0,684
91,850	3,684E-4	-0,685
91,900	3,025E-4	-0,684
91,950	1,670E-4	-0,684
92,000	5,320E-4	-0,680
92,050	6,040E-4	-0,680
92,100	4,270E-4	-0,678
92,150	7,297E-4	-0,679
92,200	9,910E-4	-0,677
92,250	6,296E-4	-0,678
92,300	7,761E-4	-0,677
92,350	8,115E-4	-0,678
92,400	6,077E-4	-0,677
92,450	6,858E-4	-0,678
92,500	9,824E-4	-0,677
92,550	5,198E-4	-0,678
92,600	6,321E-4	-0,677
92,650	3,757E-4	-0,678
92,700	9,250E-4	-0,677
92,750	9,800E-4	-0,677
92,800	3,635E-4	-0,677
92,850	9,263E-4	-0,677
92,900	6,663E-4	-0,677
92,950	8,188E-4	-0,677
93,000	0,001	-0,676
93,050	0,001	-0,676
93,100	8,701E-4	-0,675
93,150	5,442E-4	-0,676
93,200	9,360E-4	-0,674
93,250	5,027E-4	-0,675
93,300	9,373E-4	-0,674
93,350	8,506E-4	-0,675
93,400	8,604E-4	-0,673
93,450	0,001	-0,674
93,500	7,908E-4	-0,673
93,550	7,896E-4	-0,673
93,600	8,079E-4	-0,672
93,650	0,001	-0,672
93,700	8,323E-4	-0,672
93,750	8,591E-4	-0,672
93,800	9,690E-4	-0,671
93,850	8,152E-4	-0,672
93,900	9,653E-4	-0,671
93,950	8,750E-4	-0,671
94,000	5,845E-4	-0,670
94,050	8,262E-4	-0,671
94,100	0,001	-0,669
94,150	6,467E-4	-0,670
94,200	7,725E-4	-0,669
94,250	0,001	-0,669
94,300	8,848E-4	-0,668
94,350	7,822E-4	-0,668
94,400	8,774E-4	-0,667
94,450	9,824E-4	-0,668
94,500	0,001	-0,666
94,550	0,001	-0,667
94,600	0,001	-0,666
94,650	0,001	-0,666
94,700	0,001	-0,664
94,750	0,001	-0,665
94,800	0,001	-0,663
94,850	0,001	-0,663
94,900	0,001	-0,662
94,950	0,001	-0,662
95,000	0,001	-0,661
95,050	9,019E-4	-0,661
95,100	9,312E-4	-0,660
95,150	9,104E-4	-0,660
95,200	0,001	-0,658
95,250	0,001	-0,659
95,300	8,042E-4	-0,657
95,350	8,750E-4	-0,657
95,400	0,001	-0,655
95,450	0,001	-0,656
95,500	0,001	-0,654
95,550	9,495E-4	-0,654
95,600	9,360E-4	-0,652
95,650	0,001	-0,652
95,700	0,001	-0,650
95,750	0,001	-0,650
95,800	0,001	-0,649
95,850	9,849E-4	-0,649
95,900	9,128E-4	-0,647
95,950	0,001	-0,647
96,000	0,001	-0,645
96,050	0,001	-0,645
96,100	0,001	-0,643
96,150	0,001	-0,643
96,200	0,001	-0,641
96,250	0,001	-0,641
96,300	0,001	-0,639
96,350	9,006E-4	-0,639
96,400	0,001	-0,637
96,450	9,592E-4	-0,637
96,500	0,001	-0,635
96,550	0,001	-0,635
96,600	9,702E-4	-0,633
96,650	0,001	-0,632
96,700	9,604E-4	-0,631
96,750	0,001	-0,630
96,800	0,001	-0,628
96,850	0,001	-0,628
96,900	9,934E-4	-0,626
96,950	0,001	-0,625
97,000	0,001	-0,624
97,050	0,001	-0,623
97,100	0,001	-0,621
97,150	0,001	-0,621
97,200	0,001	-0,619
97,250	0,001	-0,618
97,300	0,001	-0,616
97,350	0,001	-0,615
97,400	0,001	-0,613
97,450	0,001	-0,612
97,500	0,001	-0,610
97,550	0,001	-0,609
97,600	7,468E-4	-0,608
97,650	0,001	-0,606
97,700	0,001	-0,604
97,750	9,104E-4	-0,604
97,800	9,824E-4	-0,602
97,850	0,001	-0,600
97,900	0,001	-0,598
