Zeit (s) RK1 Schalter links R_V	Spannung, Ch A (V) RK1 Schalter links R_V	Spannung, Ch B (V) RK1 Schalter links R_V
57,500	0,040	0,002
57,550	0,022	0,002
57,600	0,016	5,609E-4
57,650	0,014	0,001
57,700	0,013	1,178E-4
57,750	0,012	8,588E-4
57,800	0,012	1,935E-4
57,850	0,012	9,869E-4
57,900	0,011	-3,021E-4
57,950	0,011	8,588E-4
58,000	0,011	1,324E-4
58,050	0,011	8,136E-4
58,100	0,011	2,716E-4
58,150	0,011	9,442E-4
58,200	0,011	2,606E-4
58,250	0,011	7,465E-4
58,300	0,011	1,459E-4
58,350	0,011	7,220E-4
58,400	0,011	2,155E-4
58,450	0,011	9,625E-4
58,500	0,011	-3,235E-5
58,550	0,011	9,418E-4
58,600	0,011	-2,258E-5
58,650	0,011	0,001
58,700	0,011	4,211E-5
58,750	0,011	0,001
58,800	0,011	-1,434E-4
58,850	0,011	7,770E-4
58,900	0,011	-1,263E-4
58,950	0,011	7,892E-4
59,000	0,011	1,831E-6
59,050	0,011	8,258E-4
59,100	0,011	-2,960E-4
59,150	0,011	8,966E-4
59,200	0,011	6,042E-5
59,250	0,011	6,549E-4
59,300	0,011	1,874E-4
59,350	0,010	0,001
59,400	-0,004	-1,300E-4
59,450	-0,007	8,099E-4
59,500	-0,008	-3,876E-4
59,550	-0,009	2,728E-4
59,600	-0,009	-3,400E-4
59,650	-0,009	2,570E-4
59,700	-0,009	-1,056E-4
59,750	-0,010	1,398E-4
59,800	-0,010	-4,144E-4
59,850	-0,010	2,277E-4
59,900	-0,010	-4,791E-4
59,950	-0,010	5,011E-4
60,000	-0,010	-4,254E-4
60,050	-0,009	6,366E-4
60,100	-0,010	-5,695E-4
60,150	-0,010	7,263E-5
60,200	-0,010	-3,668E-4
60,250	-0,010	2,460E-4
60,300	-0,010	-7,452E-4
60,350	-0,010	3,815E-4
60,400	-0,010	-2,228E-4
60,450	-0,010	4,645E-4
60,500	-0,010	-6,061E-4
60,550	-0,010	4,572E-4
60,600	-0,010	-7,489E-4
60,650	-0,010	1,984E-4
60,700	-0,010	-6,610E-4
60,750	-0,010	2,130E-4
60,800	-0,010	-2,618E-4
60,850	-0,010	2,997E-4
60,900	-0,010	-7,355E-4
60,950	-0,010	3,046E-4
61,000	-0,010	-6,964E-4
61,050	-0,010	3,839E-4
61,100	-0,010	-6,207E-4
61,150	-0,010	2,008E-4
61,200	-0,010	-7,623E-4
61,250	-0,010	3,375E-4
61,300	-0,010	-7,233E-4
61,350	-0,010	2,740E-4
61,400	-0,010	-4,999E-4
61,450	-0,010	1,703E-4
61,500	-0,010	-6,549E-4
61,550	-0,010	1,569E-4
61,600	-0,010	-4,681E-4
61,650	-0,010	2,081E-4
61,700	-0,010	-4,376E-4
61,750	-0,010	4,266E-4
61,800	-0,014	-8,990E-4
61,850	-0,014	-9,583E-5
61,900	-0,014	-4,413E-4
61,950	-0,017	-2,191E-4
62,000	-0,018	-6,012E-4
62,050	-0,026	-3,601E-5
62,100	-0,029	-0,001
62,150	-0,030	-4,926E-4
62,200	-0,031	-0,002
62,250	-0,031	-7,892E-4
62,300	-0,036	-0,001
62,350	-0,039	-9,210E-4
62,400	-0,039	-0,002
62,450	-0,040	-8,331E-4
62,500	-0,040	-0,002
62,550	-0,040	-0,001
62,600	-0,041	-0,002
62,650	-0,046	-0,001
62,700	-0,052	-0,003
62,750	-0,055	-0,002
62,800	-0,056	-0,003
62,850	-0,061	-0,002
62,900	-0,064	-0,003
62,950	-0,065	-0,002
63,000	-0,065	-0,003
63,050	-0,066	-0,002
63,100	-0,069	-0,004
63,150	-0,070	-0,003
63,200	-0,070	-0,004
63,250	-0,070	-0,003
63,300	-0,071	-0,004
63,350	-0,071	-0,003
63,400	-0,071	-0,004
63,450	-0,073	-0,003
63,500	-0,075	-0,004
63,550	-0,077	-0,003
63,600	-0,084	-0,004
63,650	-0,088	-0,004
63,700	-0,090	-0,005
63,750	-0,091	-0,004
63,800	-0,091	-0,005
63,850	-0,091	-0,004
63,900	-0,092	-0,005
63,950	-0,092	-0,004
64,000	-0,092	-0,005
64,050	-0,092	-0,004
64,100	-0,093	-0,005
64,150	-0,096	-0,004
64,200	-0,097	-0,005
64,250	-0,097	-0,005
64,300	-0,100	-0,006
64,350	-0,103	-0,005
64,400	-0,104	-0,006
64,450	-0,108	-0,005
64,500	-0,111	-0,006
64,550	-0,112	-0,006
64,600	-0,113	-0,007
64,650	-0,118	-0,006
64,700	-0,120	-0,007
64,750	-0,126	-0,006
64,800	-0,139	-0,008
64,850	-0,145	-0,008
64,900	-0,148	-0,010
64,950	-0,149	-0,009
65,000	-0,150	-0,010
65,050	-0,151	-0,010
65,100	-0,153	-0,011
65,150	-0,154	-0,011
65,200	-0,155	-0,012
65,250	-0,157	-0,011
65,300	-0,158	-0,013
65,350	-0,158	-0,012
65,400	-0,158	-0,013
65,450	-0,159	-0,012
65,500	-0,159	-0,014
65,550	-0,159	-0,013
65,600	-0,159	-0,014
65,650	-0,160	-0,013
65,700	-0,160	-0,014
65,750	-0,160	-0,014
65,800	-0,160	-0,014
65,850	-0,160	-0,014
65,900	-0,160	-0,015
65,950	-0,163	-0,014
66,000	-0,163	-0,016
66,050	-0,165	-0,015
66,100	-0,166	-0,016
66,150	-0,167	-0,015
66,200	-0,169	-0,017
66,250	-0,169	-0,016
66,300	-0,169	-0,017
66,350	-0,169	-0,017
66,400	-0,170	-0,018
66,450	-0,170	-0,017
66,500	-0,172	-0,019
66,550	-0,175	-0,018
66,600	-0,176	-0,019
66,650	-0,178	-0,020
66,700	-0,180	-0,021
66,750	-0,185	-0,021
66,800	-0,187	-0,023
66,850	-0,187	-0,023
66,900	-0,188	-0,025
66,950	-0,189	-0,025
67,000	-0,194	-0,027
67,050	-0,195	-0,027
67,100	-0,196	-0,029
67,150	-0,196	-0,030
67,200	-0,197	-0,032
67,250	-0,198	-0,033
67,300	-0,199	-0,035
67,350	-0,201	-0,036
67,400	-0,201	-0,038
67,450	-0,202	-0,039
67,500	-0,202	-0,041
67,550	-0,203	-0,042
67,600	-0,203	-0,044
67,650	-0,204	-0,044
67,700	-0,204	-0,047
67,750	-0,205	-0,048
67,800	-0,205	-0,050
67,850	-0,205	-0,050
67,900	-0,206	-0,052
67,950	-0,206	-0,053
68,000	-0,207	-0,055
68,050	-0,207	-0,055
68,100	-0,208	-0,058
68,150	-0,208	-0,058
68,200	-0,208	-0,060
68,250	-0,208	-0,060
68,300	-0,209	-0,063
68,350	-0,209	-0,063
68,400	-0,209	-0,065
68,450	-0,210	-0,065
68,500	-0,210	-0,067
68,550	-0,210	-0,067
68,600	-0,211	-0,069
68,650	-0,211	-0,070
68,700	-0,211	-0,072
68,750	-0,211	-0,072
68,800	-0,212	-0,074
68,850	-0,212	-0,074
68,900	-0,212	-0,075
68,950	-0,212	-0,076
69,000	-0,212	-0,078
69,050	-0,212	-0,077
69,100	-0,213	-0,080
69,150	-0,213	-0,079
69,200	-0,213	-0,082
69,250	-0,213	-0,081
69,300	-0,214	-0,084
69,350	-0,214	-0,083
69,400	-0,214	-0,085
69,450	-0,214	-0,085
69,500	-0,214	-0,087
69,550	-0,214	-0,087
69,600	-0,214	-0,089
69,650	-0,215	-0,089
69,700	-0,215	-0,091
69,750	-0,215	-0,091
69,800	-0,215	-0,092
69,850	-0,216	-0,093
69,900	-0,215	-0,094
69,950	-0,216	-0,094
70,000	-0,216	-0,096
70,050	-0,216	-0,096
70,100	-0,216	-0,098
70,150	-0,218	-0,098
70,200	-0,218	-0,100
70,250	-0,218	-0,100
70,300	-0,218	-0,101
70,350	-0,220	-0,102
70,400	-0,222	-0,104
70,450	-0,223	-0,104
70,500	-0,223	-0,106
70,550	-0,224	-0,107
70,600	-0,224	-0,109
70,650	-0,224	-0,110
70,700	-0,224	-0,112
70,750	-0,224	-0,112
70,800	-0,225	-0,114
70,850	-0,226	-0,115
70,900	-0,226	-0,117
70,950	-0,226	-0,118
71,000	-0,226	-0,120
71,050	-0,226	-0,120
71,100	-0,227	-0,123
71,150	-0,227	-0,123
71,200	-0,227	-0,126
71,250	-0,227	-0,126
71,300	-0,228	-0,129
71,350	-0,228	-0,129
71,400	-0,228	-0,131
71,450	-0,228	-0,131
71,500	-0,229	-0,134
71,550	-0,229	-0,134
71,600	-0,229	-0,136
71,650	-0,230	-0,137
71,700	-0,230	-0,139
71,750	-0,231	-0,140
71,800	-0,230	-0,142
71,850	-0,231	-0,143
71,900	-0,232	-0,145
71,950	-0,232	-0,146
72,000	-0,232	-0,148
72,050	-0,233	-0,149
72,100	-0,233	-0,151
72,150	-0,233	-0,152
72,200	-0,233	-0,154
72,250	-0,233	-0,154
72,300	-0,234	-0,157
72,350	-0,234	-0,158
72,400	-0,235	-0,160
72,450	-0,235	-0,161
72,500	-0,236	-0,163
72,550	-0,236	-0,164
72,600	-0,236	-0,166
72,650	-0,236	-0,167
72,700	-0,236	-0,170
72,750	-0,236	-0,170
72,800	-0,237	-0,173
72,850	-0,237	-0,173
72,900	-0,237	-0,176
72,950	-0,237	-0,176
73,000	-0,237	-0,179
73,050	-0,237	-0,180
73,100	-0,237	-0,182
73,150	-0,238	-0,183
73,200	-0,239	-0,185
73,250	-0,239	-0,186
73,300	-0,239	-0,188
73,350	-0,239	-0,189
73,400	-0,239	-0,191
73,450	-0,240	-0,192
73,500	-0,240	-0,195
73,550	-0,241	-0,196
73,600	-0,241	-0,199
73,650	-0,240	-0,199
73,700	-0,241	-0,202
73,750	-0,241	-0,203
73,800	-0,241	-0,205
73,850	-0,243	-0,206
73,900	-0,244	-0,210
73,950	-0,244	-0,211
74,000	-0,244	-0,213
74,050	-0,244	-0,214
74,100	-0,245	-0,217
74,150	-0,245	-0,219
74,200	-0,246	-0,221
74,250	-0,246	-0,223
74,300	-0,246	-0,226
74,350	-0,246	-0,227
74,400	-0,247	-0,230
74,450	-0,247	-0,231
74,500	-0,247	-0,234
74,550	-0,247	-0,235
74,600	-0,247	-0,238
74,650	-0,248	-0,240
74,700	-0,248	-0,243
74,750	-0,249	-0,244
74,800	-0,249	-0,247
74,850	-0,249	-0,248
74,900	-0,249	-0,252
74,950	-0,250	-0,253
75,000	-0,250	-0,256
75,050	-0,250	-0,258
75,100	-0,250	-0,261
75,150	-0,250	-0,263
75,200	-0,250	-0,266
75,250	-0,250	-0,267
75,300	-0,251	-0,270
75,350	-0,251	-0,272
75,400	-0,250	-0,275
75,450	-0,251	-0,277
75,500	-0,251	-0,280
75,550	-0,251	-0,281
75,600	-0,252	-0,285
75,650	-0,252	-0,286
75,700	-0,251	-0,289
75,750	-0,252	-0,291
75,800	-0,252	-0,293
75,850	-0,252	-0,294
75,900	-0,252	-0,298
75,950	-0,251	-0,299
76,000	-0,252	-0,302
76,050	-0,252	-0,304
76,100	-0,252	-0,307
76,150	-0,252	-0,308
76,200	-0,253	-0,312
76,250	-0,252	-0,313
76,300	-0,252	-0,316
76,350	-0,253	-0,317
76,400	-0,253	-0,320
76,450	-0,253	-0,321
76,500	-0,253	-0,325
76,550	-0,253	-0,326
76,600	-0,253	-0,329
76,650	-0,253	-0,330
76,700	-0,253	-0,334
76,750	-0,253	-0,335
76,800	-0,253	-0,338
76,850	-0,253	-0,339
76,900	-0,253	-0,342
76,950	-0,253	-0,343
77,000	-0,253	-0,347
77,050	-0,253	-0,348
77,100	-0,253	-0,351
77,150	-0,253	-0,353
77,200	-0,253	-0,356
77,250	-0,253	-0,357
77,300	-0,253	-0,360
77,350	-0,253	-0,361
77,400	-0,253	-0,365
77,450	-0,253	-0,366
77,500	-0,253	-0,369
77,550	-0,254	-0,370
77,600	-0,254	-0,374
77,650	-0,254	-0,375
77,700	-0,254	-0,378
77,750	-0,254	-0,380
77,800	-0,254	-0,383
77,850	-0,254	-0,384
77,900	-0,254	-0,387
77,950	-0,254	-0,389
78,000	-0,254	-0,392
78,050	-0,254	-0,393
78,100	-0,254	-0,397
78,150	-0,254	-0,398
78,200	-0,254	-0,401
78,250	-0,254	-0,402
78,300	-0,254	-0,406
78,350	-0,254	-0,407
78,400	-0,255	-0,410
78,450	-0,256	-0,412
78,500	-0,257	-0,415
78,550	-0,258	-0,417
78,600	-0,259	-0,421
78,650	-0,259	-0,423
78,700	-0,259	-0,427
78,750	-0,259	-0,428
78,800	-0,259	-0,432
78,850	-0,259	-0,434
78,900	-0,259	-0,437
78,950	-0,259	-0,440
79,000	-0,259	-0,443
79,050	-0,260	-0,445
79,100	-0,260	-0,448
79,150	-0,260	-0,450
79,200	-0,260	-0,454
79,250	-0,260	-0,456
79,300	-0,261	-0,459
79,350	-0,261	-0,461
79,400	-0,260	-0,464
79,450	-0,261	-0,467
79,500	-0,262	-0,470
79,550	-0,261	-0,472
79,600	-0,262	-0,476
79,650	-0,262	-0,477
79,700	-0,263	-0,481
79,750	-0,263	-0,482
79,800	-0,263	-0,486
79,850	-0,264	-0,488
79,900	-0,263	-0,491
79,950	-0,264	-0,493
80,000	-0,264	-0,496
80,050	-0,265	-0,498
80,100	-0,265	-0,501
80,150	-0,265	-0,503
80,200	-0,265	-0,506
80,250	-0,265	-0,508
80,300	-0,266	-0,511
80,350	-0,268	-0,513
80,400	-0,268	-0,516
80,450	-0,269	-0,518
80,500	-0,269	-0,522
80,550	-0,270	-0,523
80,600	-0,271	-0,527
80,650	-0,271	-0,529
80,700	-0,272	-0,532
80,750	-0,273	-0,534
80,800	-0,273	-0,537
80,850	-0,274	-0,539
80,900	-0,274	-0,542
80,950	-0,275	-0,544
81,000	-0,276	-0,547
81,050	-0,277	-0,548
81,100	-0,279	-0,552
81,150	-0,280	-0,553
81,200	-0,281	-0,556
81,250	-0,283	-0,557
81,300	-0,284	-0,560
81,350	-0,286	-0,561
81,400	-0,287	-0,564
81,450	-0,289	-0,565
81,500	-0,291	-0,567
81,550	-0,292	-0,568
81,600	-0,295	-0,571
81,650	-0,296	-0,571
81,700	-0,298	-0,574
81,750	-0,300	-0,574
81,800	-0,302	-0,576
81,850	-0,304	-0,576
81,900	-0,306	-0,577
81,950	-0,308	-0,578
82,000	-0,310	-0,580
82,050	-0,312	-0,580
82,100	-0,313	-0,581
82,150	-0,315	-0,581
82,200	-0,316	-0,582
82,250	-0,316	-0,581
82,300	-0,318	-0,583
82,350	-0,320	-0,582
82,400	-0,322	-0,584
82,450	-0,324	-0,583
82,500	-0,325	-0,585
82,550	-0,326	-0,584
82,600	-0,327	-0,586
82,650	-0,328	-0,585
82,700	-0,328	-0,586
82,750	-0,329	-0,585
82,800	-0,329	-0,586
82,850	-0,330	-0,586
82,900	-0,331	-0,587
82,950	-0,331	-0,586
83,000	-0,331	-0,587
83,050	-0,331	-0,586
83,100	-0,332	-0,587
83,150	-0,334	-0,587
83,200	-0,334	-0,588
83,250	-0,337	-0,587
83,300	-0,338	-0,588
83,350	-0,338	-0,588
83,400	-0,339	-0,589
83,450	-0,344	-0,588
83,500	-0,346	-0,590
83,550	-0,348	-0,589
83,600	-0,349	-0,591
83,650	-0,350	-0,590
83,700	-0,350	-0,591
83,750	-0,351	-0,591
83,800	-0,352	-0,592
83,850	-0,352	-0,591
83,900	-0,353	-0,592
83,950	-0,354	-0,592
84,000	-0,353	-0,592
84,050	-0,354	-0,592
84,100	-0,354	-0,592
84,150	-0,354	-0,592
84,200	-0,355	-0,593
84,250	-0,355	-0,592
84,300	-0,359	-0,593
84,350	-0,360	-0,592
84,400	-0,361	-0,594
84,450	-0,362	-0,593
84,500	-0,362	-0,594
84,550	-0,363	-0,593
84,600	-0,363	-0,594
84,650	-0,364	-0,594
84,700	-0,367	-0,594
84,750	-0,368	-0,594
84,800	-0,369	-0,595
84,850	-0,370	-0,595
84,900	-0,370	-0,595
84,950	-0,371	-0,595
85,000	-0,371	-0,596
85,050	-0,371	-0,595
85,100	-0,372	-0,596
85,150	-0,372	-0,595
85,200	-0,372	-0,596
85,250	-0,372	-0,595
85,300	-0,374	-0,596
85,350	-0,375	-0,595
85,400	-0,376	-0,596
85,450	-0,376	-0,596
85,500	-0,377	-0,597
85,550	-0,377	-0,596
85,600	-0,377	-0,597
85,650	-0,377	-0,596
85,700	-0,377	-0,597
85,750	-0,382	-0,596
85,800	-0,386	-0,597
85,850	-0,389	-0,597
85,900	-0,393	-0,598
85,950	-0,395	-0,598
86,000	-0,397	-0,599
86,050	-0,398	-0,599
86,100	-0,399	-0,600
86,150	-0,400	-0,599
86,200	-0,401	-0,600
86,250	-0,403	-0,600
86,300	-0,406	-0,600
86,350	-0,409	-0,600
86,400	-0,411	-0,601
86,450	-0,414	-0,601
86,500	-0,414	-0,602
86,550	-0,415	-0,602
86,600	-0,416	-0,603
86,650	-0,418	-0,602
86,700	-0,419	-0,603
86,750	-0,419	-0,602
86,800	-0,420	-0,603
86,850	-0,420	-0,603
86,900	-0,421	-0,603
86,950	-0,421	-0,602
87,000	-0,421	-0,603
87,050	-0,421	-0,603
87,100	-0,421	-0,603
87,150	-0,421	-0,603
87,200	-0,421	-0,603
87,250	-0,422	-0,603
87,300	-0,421	-0,603
87,350	-0,426	-0,603
87,400	-0,430	-0,604
87,450	-0,435	-0,604
87,500	-0,437	-0,605
87,550	-0,439	-0,605
87,600	-0,439	-0,605
87,650	-0,441	-0,605
87,700	-0,441	-0,605
87,750	-0,442	-0,605
87,800	-0,441	-0,605
87,850	-0,442	-0,605
87,900	-0,442	-0,606
87,950	-0,443	-0,605
88,000	-0,443	-0,606
88,050	-0,453	-0,606
88,100	-0,459	-0,607
88,150	-0,464	-0,607
88,200	-0,467	-0,608
88,250	-0,471	-0,608
88,300	-0,473	-0,609
88,350	-0,475	-0,609
88,400	-0,476	-0,609
88,450	-0,477	-0,609
88,500	-0,477	-0,609
88,550	-0,478	-0,609
88,600	-0,478	-0,610
88,650	-0,483	-0,610
88,700	-0,484	-0,610
88,750	-0,486	-0,610
88,800	-0,486	-0,611
88,850	-0,487	-0,610
88,900	-0,487	-0,611
88,950	-0,487	-0,610
89,000	-0,488	-0,611
89,050	-0,490	-0,610
89,100	-0,491	-0,611
89,150	-0,491	-0,611
89,200	-0,492	-0,611
89,250	-0,492	-0,611
89,300	-0,494	-0,611
89,350	-0,498	-0,611
89,400	-0,501	-0,612
89,450	-0,505	-0,612
89,500	-0,506	-0,612
89,550	-0,509	-0,612
89,600	-0,511	-0,613
89,650	-0,516	-0,612
89,700	-0,519	-0,613
89,750	-0,523	-0,613
89,800	-0,525	-0,614
89,850	-0,529	-0,613
89,900	-0,534	-0,614
89,950	-0,537	-0,614
90,000	-0,542	-0,615
90,050	-0,545	-0,615
90,100	-0,546	-0,616
90,150	-0,550	-0,616
90,200	-0,552	-0,616
90,250	-0,553	-0,616
90,300	-0,553	-0,616
90,350	-0,554	-0,616
90,400	-0,556	-0,616
90,450	-0,557	-0,616
90,500	-0,558	-0,617
90,550	-0,561	-0,617
90,600	-0,561	-0,617
90,650	-0,563	-0,617
90,700	-0,575	-0,617
90,750	-0,588	-0,618
90,800	-0,594	-0,619
90,850	-0,600	-0,619
90,900	-0,603	-0,619
90,950	-0,605	-0,619
91,000	-0,605	-0,620
91,050	-0,606	-0,620
91,100	-0,607	-0,620
91,150	-0,607	-0,620
91,200	-0,607	-0,620
91,250	-0,607	-0,620
91,300	-0,607	-0,620
91,350	-0,608	-0,620
91,400	-0,612	-0,620
91,450	-0,615	-0,620
91,500	-0,615	-0,620
91,550	-0,621	-0,620
91,600	-0,623	-0,621
91,650	-0,624	-0,621
91,700	-0,624	-0,621
91,750	-0,625	-0,621
91,800	-0,628	-0,621
91,850	-0,631	-0,621
91,900	-0,643	-0,622
91,950	-0,652	-0,622
92,000	-0,655	-0,622
92,050	-0,657	-0,622
92,100	-0,658	-0,623
92,150	-0,659	-0,622
92,200	-0,661	-0,623
92,250	-0,663	-0,623
92,300	-0,670	-0,623
92,350	-0,674	-0,624
92,400	-0,675	-0,623
92,450	-0,678	-0,623
92,500	-0,682	-0,624
92,550	-0,684	-0,624
92,600	-0,685	-0,624
92,650	-0,685	-0,624
92,700	-0,685	-0,624
92,750	-0,686	-0,624
92,800	-0,686	-0,624
92,850	-0,686	-0,624
92,900	-0,686	-0,624
92,950	-0,686	-0,624
93,000	-0,686	-0,624
93,050	-0,686	-0,624
93,100	-0,686	-0,624
93,150	-0,686	-0,624
93,200	-0,688	-0,624
93,250	-0,695	-0,624
93,300	-0,697	-0,625
93,350	-0,699	-0,625
93,400	-0,702	-0,625
93,450	-0,703	-0,625
93,500	-0,703	-0,625
93,550	-0,707	-0,625
93,600	-0,707	-0,625
93,650	-0,712	-0,625
93,700	-0,715	-0,625
93,750	-0,718	-0,625
93,800	-0,719	-0,625
93,850	-0,722	-0,625
93,900	-0,724	-0,626
93,950	-0,727	-0,626
94,000	-0,732	-0,626
94,050	-0,735	-0,626
94,100	-0,740	-0,626
94,150	-0,742	-0,626
94,200	-0,743	-0,626
94,250	-0,744	-0,626
94,300	-0,747	-0,627
94,350	-0,747	-0,626
94,400	-0,747	-0,626
94,450	-0,748	-0,627
94,500	-0,747	-0,627
94,550	-0,748	-0,627
94,600	-0,748	-0,627
94,650	-0,748	-0,627
94,700	-0,748	-0,627
94,750	-0,748	-0,627
94,800	-0,748	-0,627
94,850	-0,748	-0,627
94,900	-0,748	-0,627
94,950	-0,748	-0,627
95,000	-0,748	-0,627
95,050	-0,748	-0,627
95,100	-0,758	-0,627
95,150	-0,790	-0,628
95,200	-0,822	-0,629
95,250	-0,840	-0,630
95,300	-0,853	-0,630
95,350	-0,863	-0,631
95,400	-0,869	-0,631
95,450	-0,876	-0,631
95,500	-0,883	-0,631
95,550	-0,886	-0,632
95,600	-0,891	-0,632
95,650	-0,896	-0,632
95,700	-0,900	-0,632
95,750	-0,909	-0,632
95,800	-0,911	-0,632
95,850	-0,912	-0,633
95,900	-0,912	-0,632
95,950	-0,913	-0,633
96,000	-0,914	-0,633
96,050	-0,920	-0,632
96,100	-0,923	-0,633
96,150	-0,924	-0,633
96,200	-0,924	-0,633
96,250	-0,924	-0,632
96,300	-0,924	-0,633
96,350	-0,925	-0,633
96,400	-0,926	-0,633
96,450	-0,927	-0,633
96,500	-0,934	-0,633
96,550	-0,936	-0,633
96,600	-0,936	-0,633
96,650	-0,937	-0,633
96,700	-0,936	-0,633
96,750	-0,938	-0,633
96,800	-0,940	-0,633
96,850	-0,945	-0,633
96,900	-0,946	-0,633
96,950	-0,949	-0,634
97,000	-0,952	-0,633
97,050	-0,955	-0,634
97,100	-0,957	-0,633
97,150	-0,962	-0,634
97,200	-0,967	-0,634
97,250	-0,968	-0,634
97,300	-0,969	-0,634
97,350	-0,969	-0,634
97,400	-0,969	-0,634
97,450	-0,969	-0,634
97,500	-0,970	-0,634
97,550	-0,975	-0,634
97,600	-0,980	-0,634
97,650	-0,982	-0,634
97,700	-0,987	-0,634
97,750	-0,990	-0,634
97,800	-0,990	-0,635
97,850	-0,992	-0,635
97,900	-0,994	-0,634
97,950	-0,995	-0,635
98,000	-1,003	-0,635
98,050	-1,011	-0,635
98,100	-1,013	-0,635
98,150	-1,014	-0,635
98,200	-1,013	-0,635
98,250	-1,014	-0,635
98,300	-1,016	-0,635
98,350	-1,018	-0,635
98,400	-1,019	-0,635
98,450	-1,025	-0,635
98,500	-1,026	-0,635
98,550	-1,028	-0,636
98,600	-1,034	-0,636
98,650	-1,043	-0,636
98,700	-1,052	-0,636
98,750	-1,055	-0,636
98,800	-1,058	-0,637
98,850	-1,060	-0,636
98,900	-1,066	-0,636
98,950	-1,072	-0,637
99,000	-1,074	-0,637
99,050	-1,075	-0,637
99,100	-1,079	-0,637
99,150	-1,082	-0,637
99,200	-1,085	-0,637
99,250	-1,090	-0,637
99,300	-1,092	-0,637
99,350	-1,098	-0,637
99,400	-1,101	-0,637
99,450	-1,107	-0,638
99,500	-1,113	-0,638
99,550	-1,118	-0,638
99,600	-1,126	-0,638
99,650	-1,131	-0,638
99,700	-1,134	-0,638
99,750	-1,138	-0,638
99,800	-1,143	-0,639
99,850	-1,160	-0,639
99,900	-1,166	-0,639
99,950	-1,167	-0,639
100,000	-1,168	-0,639
100,050	-1,168	-0,639
100,100	-1,175	-0,639
100,150	-1,178	-0,639
100,200	-1,185	-0,639
100,250	-1,195	-0,640
100,300	-1,198	-0,639
100,350	-1,204	-0,640
100,400	-1,207	-0,640
100,450	-1,213	-0,640
100,500	-1,220	-0,640
100,550	-1,234	-0,641
100,600	-1,241	-0,641
100,650	-1,242	-0,640
100,700	-1,248	-0,641
100,750	-1,253	-0,641
100,800	-1,256	-0,641
100,850	-1,263	-0,641
100,900	-1,263	-0,641
100,950	-1,264	-0,641
101,000	-1,264	-0,641
101,050	-1,268	-0,641
101,100	-1,275	-0,641
101,150	-1,278	-0,641
101,200	-1,279	-0,641
101,250	-1,280	-0,641
101,300	-1,282	-0,641
101,350	-1,294	-0,641
101,400	-1,302	-0,642
101,450	-1,303	-0,642
101,500	-1,306	-0,642
101,550	-1,308	-0,642
101,600	-1,316	-0,642
101,650	-1,320	-0,642
101,700	-1,321	-0,642
101,750	-1,322	-0,642
101,800	-1,322	-0,642
101,850	-1,322	-0,642
101,900	-1,322	-0,642
101,950	-1,326	-0,642
102,000	-1,330	-0,642
102,050	-1,343	-0,642
102,100	-1,347	-0,643
102,150	-1,353	-0,643
102,200	-1,366	-0,643
102,250	-1,369	-0,643
102,300	-1,370	-0,643
102,350	-1,371	-0,643
102,400	-1,380	-0,643
102,450	-1,386	-0,643
102,500	-1,387	-0,643
102,550	-1,388	-0,644
102,600	-1,388	-0,644
102,650	-1,388	-0,643
102,700	-1,388	-0,644
102,750	-1,388	-0,643
102,800	-1,393	-0,643
102,850	-1,408	-0,644
102,900	-1,418	-0,644
102,950	-1,430	-0,644
103,000	-1,432	-0,644
103,050	-1,446	-0,645
103,100	-1,470	-0,645
103,150	-1,528	-0,646
103,200	-1,572	-0,646
103,250	-1,589	-0,647
103,300	-1,594	-0,647
103,350	-1,596	-0,647
103,400	-1,596	-0,647
103,450	-1,596	-0,647
103,500	-1,596	-0,647
103,550	-1,597	-0,647
103,600	-1,596	-0,647
103,650	-1,596	-0,647
103,700	-1,596	-0,647
103,750	-1,596	-0,647
103,800	-1,596	-0,647
103,850	-1,597	-0,647
103,900	-1,596	-0,647
103,950	-1,596	-0,647
104,000	-1,597	-0,647
104,050	-1,596	-0,647
104,100	-1,596	-0,647
104,150	-1,597	-0,647
104,200	-1,596	-0,647
104,250	-1,597	-0,647
104,300	-1,596	-0,647
104,350	-1,596	-0,647
104,400	-1,596	-0,647
104,450	-1,596	-0,647
104,500	-1,596	-0,647
104,550	-1,596	-0,647
104,600	-1,595	-0,647
104,650	-1,596	-0,647
104,700	-1,596	-0,647
104,750	-1,596	-0,647
104,800	-1,596	-0,647
104,850	-1,595	-0,647
104,900	-1,595	-0,647
104,950	-1,595	-0,647
105,000	-1,596	-0,647
105,050	-1,596	-0,647
105,100	-1,595	-0,647
105,150	-1,596	-0,647
105,200	-1,596	-0,647
105,250	-1,596	-0,647
105,300	-1,596	-0,647
105,350	-1,596	-0,647
105,400	-1,604	-0,647
105,450	-1,624	-0,647
105,500	-1,629	-0,647
105,550	-1,637	-0,647
105,600	-1,654	-0,648
105,650	-1,656	-0,648
105,700	-1,657	-0,648
105,750	-1,658	-0,648
105,800	-1,667	-0,648
105,850	-1,670	-0,648
105,900	-1,671	-0,648
105,950	-1,679	-0,648
106,000	-1,679	-0,648
106,050	-1,682	-0,648
106,100	-1,698	-0,648
106,150	-1,709	-0,649
106,200	-1,710	-0,649
106,250	-1,725	-0,649
106,300	-1,749	-0,649
106,350	-1,754	-0,649
106,400	-1,755	-0,650
106,450	-1,758	-0,649
106,500	-1,766	-0,649
106,550	-1,787	-0,650
